hp,attack,defense,sp_attack,sp_defense,speed,base_total,height_m,weight_kg,generation,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
-0.9020830044724206,-0.8979094414797372,-0.7807733548057066,-0.19502508105225397,-0.2116866405622871,-0.7384862813897713,-0.9265325418306098,-0.4311797119796367,-0.49635216673617055,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,-0.8768890301596626,-1.090325435511179,-0.7889798254276965,1.2503883673456864,1.336040764605745,0.026852593235043035,-0.9944401852839311,-0.13273053680319793,1.0774608354164872,0.4248469293819896,0.04490934902466011,2.0099956062799174,-0.35927587283718176,0.03309659565848605,-0.9211151093692459,0
-0.3373116377517634,-0.4934131830272819,-0.3254880133886616,0.2688882725099771,0.32546541569027493,-0.21926849972331322,-0.19623265898043454,-0.14985338890413652,-0.43989299462068326,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,-0.8768890301596626,-1.090325435511179,-0.7889798254276965,1.2503883673456864,1.336040764605745,0.026852593235043035,-0.9944401852839311,-0.13273053680319793,1.0774608354164872,0.4248469293819896,0.04490934902466011,2.0099956062799174,-0.35927587283718176,0.03309659565848605,-0.9211151093692459,0
0.4157168512091129,0.6889604955260492,1.6257348783986743,1.5678456624842239,1.7578708990304404,0.47302187583196426,1.6505026769625375,0.7879010213475306,0.3653443781739716,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,-0.8768890301596626,-1.090325435511179,-0.7889798254276965,1.2503883673456864,1.336040764605745,0.026852593235043035,-0.9944401852839311,-0.13273053680319793,1.0774608354164872,0.4248469293819896,0.04490934902466011,2.0099956062799174,-0.35927587283718176,0.03309659565848605,-0.9211151093692459,0
-1.1279915511606835,-0.8045641510676321,-0.9758956439844403,-0.34966286557299764,-0.7488386968148492,-0.04619590583449386,-1.0020808055737316,-0.5249551530048034,-0.4815432035583378,-1.394550662113319,-0.8314219051720748,-0.13044137638315972,0.08845720521145022,-0.11300853732889618,-1.090325435511179,-0.09143805923830926,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,-0.6773436134636966,1.2216281890485428,-0.9636415591486044,0.4248469293819896,0.04490934902466011,-0.010721658395594302,1.076035718896397,-0.9672948429244329,1.553384172703753,0
-0.41261448664785105,-0.4311829894192118,-0.4880899210376063,0.2688882725099771,-0.2116866405622871,0.47302187583196426,-0.19623265898043454,-0.056077947878969726,-0.38435938270381054,-1.394550662113319,-0.8314219051720748,-0.13044137638315972,0.08845720521145022,-0.11300853732889618,-1.090325435511179,-0.09143805923830926,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,-0.6773436134636966,1.2216281890485428,-0.9636415591486044,0.4248469293819896,0.04490934902466011,-0.010721658395594302,1.076035718896397,-0.9672948429244329,1.553384172703753,0
0.34041400231302527,0.8134208827421893,0.16231770955817235,2.7121652679377273,1.5788202136129197,1.1653122513872418,1.7260509407056592,0.5065746982720304,0.2774161593055897,-1.394550662113319,-1.250270298909705,-0.13044137638315972,0.08845720521145022,1.4147524483326368,-1.090325435511179,-0.7889798254276965,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,-0.9944401852839311,-1.4870892626549386,-0.28327409429357386,0.4248469293819896,0.04490934902466011,-0.010721658395594302,3.946658902363554,-0.9672948429244329,1.553384172703753,0
-0.9397344289204644,-0.9290245382837722,-0.2604472503290838,-0.658938434614485,-0.24749677764579123,-0.807715318945299,-0.960109547938664,-0.6187305940299701,-0.4769154025652651,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,1.4147524483326368,-0.1321787829116679,-0.09143805923830926,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,1.22523581745771,-0.13273053680319793,-0.9636415591486044,0.4248469293819896,0.04490934902466011,-0.010721658395594302,-0.35927587283718176,-0.9672948429244329,-0.9211151093692459,0
-0.37496306219980724,-0.4622980862232468,0.2273584726177502,-0.19502508105225397,0.32546541569027493,-0.288497537278841,-0.19623265898043454,-0.14985338890413652,-0.3519647757523014,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,1.4147524483326368,-0.1321787829116679,-0.09143805923830926,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,1.22523581745771,-0.13273053680319793,-0.9636415591486044,0.4248469293819896,0.04490934902466011,-0.010721658395594302,-0.35927587283718176,-0.9672948429244329,-0.9211151093692459,0
0.3780654267610691,0.7823057859381543,1.5281737338093075,1.9699039022381575,1.5788202136129197,0.40379283827643647,1.6924739345976052,0.41279925724686384,0.23113814937486243,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,1.4147524483326368,-0.1321787829116679,-0.09143805923830926,-0.9190580201862157,-0.3192858439777069,0.026852593235043035,1.22523581745771,-0.13273053680319793,-0.9636415591486044,0.4248469293819896,0.04490934902466011,-0.010721658395594302,-0.35927587283718176,-0.9672948429244329,-0.9211151093692459,0
-0.9020830044724206,-1.4890962807564028,-1.2360586962227518,-1.586765141738947,-1.823142809319973,-0.7384862813897713,-1.9590254796532716,-0.8062814760803035,-0.5333745746807524,-1.394550662113319,0.006274882303185485,-0.13044137638315972,0.08845720521145022,-0.11300853732889618,-0.1321787829116679,-0.7889798254276965,1.2503883673456864,1.336040764605745,0.026852593235043035,-0.6773436134636966,-0.8099098997290682,-0.28327409429357386,0.4248469293819896,0.04490934902466011,-0.010721658395594302,1.076035718896397,0.03309659565848605,-0.09628201534491292,0
